"I'm not sure.",ちょっとわからないな。
"Please look at this bar graph.",こちらの棒グラフをご覧ください。
"Is everyone able to see the slides from where you are positioned?",皆さん、そちらからスライドが見えますか？
"If not, please let me know.",もし見えない時はお知らせください。
"Let me give you some examples.",いくつか例をあげてみましょう。
"I can summarize it like this.",簡単に言えばこういう感じです。
"There are three reasons for this.",これには理由が三つあります。
"Raise your hand if you approve.",賛成の方は挙手してください。
"Does anyone have some questions?",どなたか質問がある人はいますか？
"Can we move on to the next item?",次の議題に移ってもいいですか？
"I think it'll work.",うまく行くと思います。
"I totally agree with you.",全面的にあなたに賛成です。
"I wish I'd thought of that.",それはいい考えです。
"This is all I have to say.",これだけは言っておきます。
"I appreciate that, but I can't agree.",理解はできますが、賛成はしかねます。
"I'm afraid that I disagree with you.",残念ですが、反対です。
"I don't have any problem with that.",異議はありません。
"I don’t have anything else to add.",とくに付け加えることはありません。
"I don't think it's going to fly.",それが受け入れられるとは思えません。
"What I'm trying to say is,",何が言いたいかと言うと、
"You may have a point there.",なるほど、一理ありますね。
"Let’s wrap up the meeting.",会議はお開きにしましょう。
"We had a productive meeting today.",大変有意義な会議となりました。
"Please look at this document.",こちらの資料をご覧ください。
"I’ve got the OK from my client.",顧客に了承してもらえました。
"I have prepared a handout which I will pass around.",資料を準備しましたので、お回しします。
"I understand your position.",そちらの立場は理解できます。
"I can't make the decision by myself.",私の一存では決定できません。
"Thank you for your valuable time.",貴重なお時間をありがとうございました。
"Are you saying that distribution is not important?",販路は重要ではないということですか？
"Are there any questions or comments on this?",この点について質問やコメントはございますか？
"If I can briefly summarize,",要約させていただくと、
"Please let me explain.",説明させてください。
"I'll take it.",それをいただきます
"I'll be back in minutes.",すぐに戻ります
"You can't miss it.",見逃せません。
"It's my pleasure.",どういたしまして
"It’s going smoothly.",順調にいってます。
"I'm busy today.",今日は忙しい
"Are you ok with spicy foods?",辛いのは好きですか?
"That’s enough.",もういいよ。
"I have a lot of work.",忙しいんだ
"I'm into coffee.",コーヒーにハマってる。
"Where is the bathroom?",トイレはどこですか？
"I know the feeling.",お気持ちわかります
"What about you?",あなたはどうですか？
"Can I have coffee?",コーヒーをもらっていい？
"Either way is fine.",どっちでもいいよ
Bingo!,大正解！
"I'm a good cook.",料理は得意なんだ
"It's cozy here.",ここは居心地がいいな
"My efforts paid off.",頑張ってよかった
"It's on me.",私のおごりです
"It smells bad.",なんか臭いな。
"That’s new to me.",それは初耳だな。
"I have a question for you.",聞きたいことがあるんですけど。
"I'll be back.",私は戻ってきます。
"Let's go out today.",出かけよう
"Let's keep in touch.",連絡を取り合いましょう。
"I don’t care.",どうでもいいよ。
"Please explain what's on your mind?",正直に話して
"Go to bed soon.",もう寝なさい
"Do you see him often?",彼によく会いますか？
"What is he like?",彼ってどんな人？
"I’ll miss the train.",電車に遅れそう。
"I overslept.",寝坊した！
"The air is dry.",空気が乾燥している
"Don't forget to set your alarm clock.",目覚ましのセット忘れないで
"You look different.",なんだか変わったね
"Sounds good.",それはいいね。
"You did it well.",良くやってくれたね。
"I’m about to cry.",もう泣きそう
"I'm getting sleepy.",眠くなってきた
"Turn off the light.",電気消して
"Let me help you.",手伝ってあげる。
"I don’t know what to do.",どうすればいいんだろう。
"How's your family?",家族は元気にしてる？
"It's awesome.",それはすばらしい。
"The word doesn't come.",言葉が出てこない。
Anytime.,いつでもどうぞ
"I appreciate it.",感謝しています。
"I didn't mean it.",そんなつもりじゃなかったんだ
"Take it easy.",無理しないで
"Cheer up!",元気出して
"No worries.",気にしないでね
"And then?",それで？
"You are so tense.",緊張しすぎだよ
"This is not for me.",これはあんまり向いてないな
"Such a sunny day!",いい天気だなあ！
"Today isn't my day.",今日はついてない
"Well done.",よくやったな
"Don't make me angry.",怒らせないで
"You had me worried.",心配しちゃった
"That's good to know.",それを聞いて安心した
"I'm bored.",飽きちゃった
"I feel ashamed.",恥ずかしいな
"I'm in pain.",痛いよ
"Let's not talk about it.",その話はしないで
"Hey, is it shaking?",ねえ、揺れてる？
"I banged my head.",頭をぶつけた
"Don't go too fast.",スピード出さないでね
"Winter is coming.",冬がはじまるよ
"Spring has come.",春がきた
"Did the alarm work?",アラーム鳴った？
"Breakfast is ready.",朝ごはんできたよ
"We have to celebrate.",お祝いしなきゃ
"I'll be there in about 5 minutes.",5分くらいで着きます
"What's Ken like?",ケンってどんな人なの？
